Transaction_ID,Transaction_Amount,Timestamp,Location,Transaction_Type,Is_Fraudulent,Transaction_Frequency,Average_Transaction_Amount,Time_Since_Last_Transaction,Deviation_From_Avg
TID02795,2185.54,2023-04-27 10:00:00,City_D,Withdrawal,0,38,196.86,13,1988.68
TID02796,2968.21,2023-04-27 11:00:00,City_D,Purchase,0,49,1452.16,20,1516.05
TID02797,366.33,2023-04-27 12:00:00,City_C,Transfer,0,24,619.11,98,-252.78
TID02798,3112.09,2023-04-27 13:00:00,City_D,Transfer,0,31,145.33,10,2966.76
TID02799,4905.91,2023-04-27 14:00:00,City_B,Withdrawal,0,40,1810.36,52,3095.55
TID02800,951.35,2023-04-27 15:00:00,City_A,Purchase,0,12,992.05,37,-40.7
TID02801,3963.18,2023-04-27 16:00:00,City_A,Purchase,1,36,597.87,52,3365.31
TID02802,4539.59,2023-04-27 17:00:00,City_D,Transfer,0,10,1446.95,27,3092.64
TID02803,4718.56,2023-04-27 18:00:00,City_C,Purchase,0,6,1777.51,34,2941.05
TID02804,4800.72,2023-04-27 19:00:00,City_B,Withdrawal,0,7,50.6,62,4750.12
TID02805,2607.78,2023-04-27 20:00:00,City_A,Withdrawal,0,31,1391.31,16,1216.47
TID02806,4886.56,2023-04-27 21:00:00,City_B,Purchase,0,27,1545.67,59,3340.89
TID02807,3786.79,2023-04-27 22:00:00,City_D,Withdrawal,0,8,459.36,21,3327.43
TID02808,809.2,2023-04-27 23:00:00,City_D,Transfer,0,3,1004.77,16,-195.57
TID02809,2385.02,2023-04-28 00:00:00,City_A,Withdrawal,0,40,224.11,81,2160.91
TID02810,3591.94,2023-04-28 01:00:00,City_D,Purchase,0,47,1506.16,79,2085.78
TID02811,1237.45,2023-04-28 02:00:00,City_C,Transfer,0,21,1702.54,13,-465.09
TID02812,3203.44,2023-04-28 03:00:00,City_D,Withdrawal,0,1,260.96,33,2942.48
TID02813,3333.34,2023-04-28 04:00:00,City_D,Transfer,0,45,1642.1,54,1691.24
TID02814,814.34,2023-04-28 05:00:00,City_D,Purchase,0,15,1554.56,69,-740.22
TID02815,2825.86,2023-04-28 06:00:00,City_B,Withdrawal,0,7,726.48,27,2099.38
TID02816,3858.36,2023-04-28 07:00:00,City_B,Withdrawal,0,15,1396.06,52,2462.3
TID02817,2494.98,2023-04-28 08:00:00,City_A,Transfer,0,25,50.09,65,2444.89
TID02818,61.5,2023-04-28 09:00:00,City_A,Withdrawal,0,3,1867.01,44,-1805.51
TID02819,46.18,2023-04-28 10:00:00,City_A,Withdrawal,0,30,1123.25,30,-1077.07
TID02820,1785.79,2023-04-28 11:00:00,City_D,Withdrawal,0,14,1259.66,23,526.13
TID02821,4631.04,2023-04-28 12:00:00,City_B,Withdrawal,0,4,1346.09,79,3284.95
TID02822,1144.16,2023-04-28 13:00:00,City_C,Purchase,0,36,1144.67,83,-0.51
TID02823,3172.18,2023-04-28 14:00:00,City_D,Withdrawal,1,3,1720.69,94,1451.49
TID02824,1111.16,2023-04-28 15:00:00,City_D,Transfer,0,5,1238.92,16,-127.76
TID02825,1609.03,2023-04-28 16:00:00,City_D,Purchase,0,25,1820.13,55,-211.1
TID02826,4240.36,2023-04-28 17:00:00,City_C,Transfer,0,31,1185.55,18,3054.81
TID02827,3644.58,2023-04-28 18:00:00,City_A,Transfer,0,11,383.69,90,3260.89
TID02828,477.9,2023-04-28 19:00:00,City_C,Transfer,0,8,1831.45,17,-1353.55
TID02829,2144.08,2023-04-28 20:00:00,City_A,Purchase,0,26,1379.17,75,764.91
TID02830,146.82,2023-04-28 21:00:00,City_C,Purchase,0,2,1413.52,52,-1266.7
TID02831,2404.97,2023-04-28 22:00:00,City_B,Purchase,0,28,1971.69,45,433.28
TID02832,3312.51,2023-04-28 23:00:00,City_D,Withdrawal,0,48,196.63,56,3115.88
TID02833,593.39,2023-04-29 00:00:00,City_D,Transfer,0,10,885.76,93,-292.37
TID02834,1445.14,2023-04-29 01:00:00,City_D,Purchase,0,39,516.24,54,928.9
TID02835,1989.79,2023-04-29 02:00:00,City_A,Transfer,0,37,1279.33,9,710.46
TID02836,4597.74,2023-04-29 03:00:00,City_C,Purchase,0,39,1623.28,17,2974.46
TID02837,4966.28,2023-04-29 04:00:00,City_B,Purchase,0,21,1934.31,27,3031.97
TID02838,225.51,2023-04-29 05:00:00,City_C,Purchase,1,28,936.46,37,-710.95
TID02839,3805.28,2023-04-29 06:00:00,City_D,Transfer,0,38,1583.13,22,2222.15
TID02840,1859.25,2023-04-29 07:00:00,City_B,Withdrawal,0,33,1838.25,72,21.0
TID02841,1962.9,2023-04-29 08:00:00,City_B,Purchase,0,11,1382.48,67,580.42
TID02842,3771.57,2023-04-29 09:00:00,City_D,Purchase,0,45,523.33,38,3248.24
TID02843,4592.21,2023-04-29 10:00:00,City_C,Purchase,0,44,1235.32,99,3356.89
TID02844,4754.69,2023-04-29 11:00:00,City_D,Withdrawal,0,1,1941.41,96,2813.28
TID02845,2886.04,2023-04-29 12:00:00,City_C,Transfer,0,47,1975.73,72,910.31
TID02846,1786.25,2023-04-29 13:00:00,City_B,Transfer,0,33,1302.6,44,483.65
TID02847,3937.96,2023-04-29 14:00:00,City_B,Transfer,0,3,1779.63,91,2158.33
TID02848,1255.76,2023-04-29 15:00:00,City_D,Transfer,0,26,440.68,96,815.08
TID02849,2820.81,2023-04-29 16:00:00,City_B,Purchase,0,15,529.85,36,2290.96
TID02850,1793.53,2023-04-29 17:00:00,City_A,Withdrawal,0,41,1908.13,98,-114.6
TID02851,3283.5,2023-04-29 18:00:00,City_B,Purchase,0,14,313.71,25,2969.79
TID02852,1202.75,2023-04-29 19:00:00,City_A,Withdrawal,0,23,422.66,95,780.09
TID02853,958.77,2023-04-29 20:00:00,City_B,Transfer,0,8,870.07,42,88.7
TID02854,4591.28,2023-04-29 21:00:00,City_D,Withdrawal,0,36,1199.69,13,3391.59
TID02855,509.92,2023-04-29 22:00:00,City_D,Purchase,0,20,1227.44,56,-717.52
TID02856,2530.28,2023-04-29 23:00:00,City_A,Purchase,0,6,619.35,79,1910.93
TID02857,1105.04,2023-04-30 00:00:00,City_D,Transfer,0,33,1845.2,51,-740.16
TID02858,195.61,2023-04-30 01:00:00,City_B,Purchase,0,28,1834.44,50,-1638.83
TID02859,181.06,2023-04-30 02:00:00,City_B,Purchase,0,38,814.53,77,-633.47
TID02860,876.93,2023-04-30 03:00:00,City_D,Withdrawal,0,30,896.87,52,-19.94
TID02861,4333.99,2023-04-30 04:00:00,City_B,Purchase,0,46,1419.87,33,2914.12
TID02862,1413.11,2023-04-30 05:00:00,City_C,Transfer,0,43,1342.84,95,70.27
TID02863,4752.35,2023-04-30 06:00:00,City_C,Transfer,0,17,795.48,25,3956.87
TID02864,2908.53,2023-04-30 07:00:00,City_B,Purchase,0,9,857.78,58,2050.75
TID02865,2183.63,2023-04-30 08:00:00,City_D,Transfer,0,28,728.68,40,1454.95
TID02866,2900.86,2023-04-30 09:00:00,City_A,Withdrawal,0,7,509.0,87,2391.86
TID02867,2583.98,2023-04-30 10:00:00,City_D,Withdrawal,0,46,943.37,38,1640.61
TID02868,3794.12,2023-04-30 11:00:00,City_A,Purchase,0,28,1388.55,3,2405.57
TID02869,1413.2,2023-04-30 12:00:00,City_D,Purchase,0,17,1496.84,16,-83.64
TID02870,1765.9,2023-04-30 13:00:00,City_B,Withdrawal,0,40,1568.8,2,197.1
TID02871,4470.58,2023-04-30 14:00:00,City_C,Transfer,0,48,780.73,23,3689.85
TID02872,4732.34,2023-04-30 15:00:00,City_D,Purchase,0,44,1541.04,98,3191.3
TID02873,4462.9,2023-04-30 16:00:00,City_A,Purchase,0,44,62.71,30,4400.19
TID02874,2097.82,2023-04-30 17:00:00,City_C,Transfer,0,5,980.25,10,1117.57
TID02875,3902.05,2023-04-30 18:00:00,City_A,Purchase,0,5,1598.11,65,2303.94
TID02876,2382.2,2023-04-30 19:00:00,City_B,Transfer,0,14,1278.59,22,1103.61
TID02877,2488.2,2023-04-30 20:00:00,City_C,Transfer,0,6,974.42,52,1513.78
TID02878,1024.2,2023-04-30 21:00:00,City_A,Transfer,0,7,1307.05,56,-282.85
TID02879,2956.06,2023-04-30 22:00:00,City_D,Transfer,0,17,1818.54,33,1137.52
TID02880,931.49,2023-04-30 23:00:00,City_B,Transfer,0,9,1154.44,89,-222.95
TID02881,1658.49,2023-05-01 00:00:00,City_B,Withdrawal,0,31,1609.58,86,48.91
TID02882,4275.3,2023-05-01 01:00:00,City_B,Transfer,0,22,1962.45,80,2312.85
TID02883,1036.17,2023-05-01 02:00:00,City_D,Withdrawal,0,45,1425.86,30,-389.69
TID02884,356.72,2023-05-01 03:00:00,City_D,Transfer,0,9,1167.99,82,-811.27
TID02885,345.97,2023-05-01 04:00:00,City_C,Purchase,0,16,123.1,24,222.87
TID02886,4703.98,2023-05-01 05:00:00,City_D,Withdrawal,1,36,780.23,5,3923.75
TID02887,2535.1,2023-05-01 06:00:00,City_C,Purchase,0,34,1152.61,53,1382.49
TID02888,2047.65,2023-05-01 07:00:00,City_B,Transfer,0,45,1604.55,55,443.1
TID02889,4054.58,2023-05-01 08:00:00,City_C,Transfer,0,13,904.3,23,3150.28
TID02890,4179.29,2023-05-01 09:00:00,City_A,Purchase,0,19,1922.11,91,2257.18
TID02891,1661.62,2023-05-01 10:00:00,City_B,Transfer,0,12,580.0,76,1081.62
TID02892,3468.4,2023-05-01 11:00:00,City_B,Purchase,0,36,1501.91,10,1966.49
TID02893,3855.84,2023-05-01 12:00:00,City_C,Transfer,0,10,867.11,98,2988.73
TID02894,3273.6,2023-05-01 13:00:00,City_B,Transfer,0,16,997.68,33,2275.92
TID02895,758.82,2023-05-01 14:00:00,City_D,Withdrawal,0,28,1614.88,80,-856.06
TID02896,4379.54,2023-05-01 15:00:00,City_A,Purchase,0,19,627.62,93,3751.92
TID02897,2695.93,2023-05-01 16:00:00,City_C,Transfer,0,40,238.78,62,2457.15
TID02898,1413.08,2023-05-01 17:00:00,City_C,Purchase,0,6,1064.5,82,348.58
TID02899,2126.72,2023-05-01 18:00:00,City_B,Withdrawal,0,4,1081.15,27,1045.57
TID02900,188.82,2023-05-01 19:00:00,City_D,Purchase,0,30,1604.48,7,-1415.66
TID02901,640.21,2023-05-01 20:00:00,City_B,Withdrawal,0,39,1938.22,27,-1298.01
TID02902,3827.97,2023-05-01 21:00:00,City_B,Purchase,0,31,157.84,74,3670.13
TID02903,1.06,2023-05-01 22:00:00,City_C,Purchase,0,46,1203.79,10,-1202.73
TID02904,2083.41,2023-05-01 23:00:00,City_B,Withdrawal,0,27,1378.49,75,704.92
TID02905,2613.03,2023-05-02 00:00:00,City_A,Transfer,0,45,1972.31,57,640.72
TID02906,274.12,2023-05-02 01:00:00,City_B,Transfer,0,21,1888.05,30,-1613.93
TID02907,4865.42,2023-05-02 02:00:00,City_B,Transfer,0,37,1439.28,3,3426.14
TID02908,1131.4,2023-05-02 03:00:00,City_C,Purchase,0,9,1067.49,29,63.91
TID02909,1521.69,2023-05-02 04:00:00,City_B,Purchase,0,35,364.97,14,1156.72
TID02910,1520.41,2023-05-02 05:00:00,City_D,Transfer,0,42,799.14,77,721.27
TID02911,1152.85,2023-05-02 06:00:00,City_C,Purchase,0,47,1190.99,83,-38.14
TID02912,8.37,2023-05-02 07:00:00,City_B,Purchase,0,21,1464.14,25,-1455.77
TID02913,3646.99,2023-05-02 08:00:00,City_A,Transfer,0,17,1289.03,10,2357.96
TID02914,4834.26,2023-05-02 09:00:00,City_A,Withdrawal,0,24,1442.54,79,3391.72
TID02915,1122.24,2023-05-02 10:00:00,City_C,Purchase,0,31,886.85,92,235.39
TID02916,3315.57,2023-05-02 11:00:00,City_C,Purchase,0,6,1468.87,49,1846.7
TID02917,3709.74,2023-05-02 12:00:00,City_B,Purchase,0,35,330.3,38,3379.44
TID02918,4242.28,2023-05-02 13:00:00,City_D,Purchase,0,37,367.04,71,3875.24
TID02919,2113.72,2023-05-02 14:00:00,City_B,Withdrawal,0,13,367.52,14,1746.2
TID02920,1515.35,2023-05-02 15:00:00,City_A,Transfer,0,25,1787.19,30,-271.84
TID02921,1627.15,2023-05-02 16:00:00,City_D,Purchase,0,32,198.27,40,1428.88
TID02922,3563.39,2023-05-02 17:00:00,City_D,Transfer,0,1,1612.94,12,1950.45
TID02923,4084.08,2023-05-02 18:00:00,City_D,Purchase,1,49,505.46,92,3578.62
TID02924,908.89,2023-05-02 19:00:00,City_B,Withdrawal,0,35,963.44,14,-54.55
TID02925,1855.33,2023-05-02 20:00:00,City_A,Transfer,0,19,1836.12,1,19.21
TID02926,4509.8,2023-05-02 21:00:00,City_C,Withdrawal,0,12,1192.58,68,3317.22
TID02927,4033.66,2023-05-02 22:00:00,City_B,Purchase,0,40,459.73,49,3573.93
TID02928,4924.31,2023-05-02 23:00:00,City_C,Withdrawal,0,40,603.98,18,4320.33
TID02929,3771.49,2023-05-03 00:00:00,City_D,Withdrawal,1,47,1844.87,36,1926.62
TID02930,1966.58,2023-05-03 01:00:00,City_D,Purchase,0,43,882.93,64,1083.65
TID02931,2953.6,2023-05-03 02:00:00,City_B,Purchase,0,20,1194.62,96,1758.98
TID02932,3305.41,2023-05-03 03:00:00,City_A,Transfer,0,33,946.87,28,2358.54
TID02933,393.2,2023-05-03 04:00:00,City_D,Purchase,0,29,787.95,92,-394.75
TID02934,2722.94,2023-05-03 05:00:00,City_C,Transfer,0,16,485.39,32,2237.55
TID02935,3546.89,2023-05-03 06:00:00,City_C,Withdrawal,0,14,1388.07,72,2158.82
TID02936,837.44,2023-05-03 07:00:00,City_B,Withdrawal,0,7,1450.57,25,-613.13
TID02937,3903.38,2023-05-03 08:00:00,City_C,Transfer,0,6,586.03,47,3317.35
TID02938,2919.28,2023-05-03 09:00:00,City_A,Purchase,0,21,1588.57,20,1330.71
TID02939,4761.16,2023-05-03 10:00:00,City_D,Purchase,0,36,1716.34,33,3044.82
TID02940,213.07,2023-05-03 11:00:00,City_C,Withdrawal,0,22,1845.32,30,-1632.25
TID02941,1327.37,2023-05-03 12:00:00,City_C,Transfer,0,40,364.36,37,963.01
TID02942,3008.17,2023-05-03 13:00:00,City_D,Withdrawal,0,19,642.65,80,2365.52
TID02943,1483.5,2023-05-03 14:00:00,City_B,Withdrawal,0,25,1727.69,53,-244.19
TID02944,3572.41,2023-05-03 15:00:00,City_C,Purchase,0,3,437.15,89,3135.26
TID02945,3795.27,2023-05-03 16:00:00,City_B,Transfer,0,36,56.76,74,3738.51
TID02946,513.48,2023-05-03 17:00:00,City_B,Withdrawal,0,45,1748.11,69,-1234.63
TID02947,2569.76,2023-05-03 18:00:00,City_C,Purchase,0,34,686.58,8,1883.18
TID02948,2544.94,2023-05-03 19:00:00,City_A,Withdrawal,0,11,858.27,97,1686.67
TID02949,1847.03,2023-05-03 20:00:00,City_B,Withdrawal,1,48,920.35,1,926.68
TID02950,4664.69,2023-05-03 21:00:00,City_C,Purchase,0,42,1704.14,95,2960.55
TID02951,4137.7,2023-05-03 22:00:00,City_B,Purchase,0,47,708.89,7,3428.81
TID02952,3486.35,2023-05-03 23:00:00,City_D,Transfer,0,27,1789.95,62,1696.4
TID02953,3571.92,2023-05-04 00:00:00,City_A,Withdrawal,0,42,1253.03,87,2318.89
TID02954,2309.12,2023-05-04 01:00:00,City_A,Transfer,0,2,1078.21,58,1230.91
TID02955,4605.05,2023-05-04 02:00:00,City_D,Purchase,0,6,684.95,88,3920.1
TID02956,3473.28,2023-05-04 03:00:00,City_D,Purchase,0,46,525.24,78,2948.04
TID02957,3645.18,2023-05-04 04:00:00,City_B,Withdrawal,0,2,1266.91,87,2378.27
TID02958,4308.59,2023-05-04 05:00:00,City_D,Transfer,0,42,921.44,73,3387.15
TID02959,1371.08,2023-05-04 06:00:00,City_A,Transfer,0,17,1825.51,8,-454.43
TID02960,4035.55,2023-05-04 07:00:00,City_D,Withdrawal,0,40,1008.7,64,3026.85
TID02961,977.01,2023-05-04 08:00:00,City_C,Withdrawal,0,48,1048.0,8,-70.99
TID02962,1727.36,2023-05-04 09:00:00,City_C,Transfer,0,14,862.61,3,864.75
TID02963,1678.72,2023-05-04 10:00:00,City_B,Purchase,0,10,1589.06,58,89.66
TID02964,4892.65,2023-05-04 11:00:00,City_A,Purchase,0,45,878.44,32,4014.21
TID02965,4282.83,2023-05-04 12:00:00,City_C,Withdrawal,0,33,575.22,68,3707.61
TID02966,3506.15,2023-05-04 13:00:00,City_D,Transfer,0,42,1730.96,49,1775.19
TID02967,3635.56,2023-05-04 14:00:00,City_C,Transfer,0,12,1213.82,38,2421.74
TID02968,2810.8,2023-05-04 15:00:00,City_C,Transfer,0,32,1203.44,2,1607.36
TID02969,4735.51,2023-05-04 16:00:00,City_B,Purchase,0,49,1241.1,9,3494.41
TID02970,2481.8,2023-05-04 17:00:00,City_D,Purchase,0,24,1451.74,46,1030.06
TID02971,1903.21,2023-05-04 18:00:00,City_D,Transfer,1,14,660.48,65,1242.73
TID02972,816.01,2023-05-04 19:00:00,City_D,Transfer,1,5,116.0,49,700.01
TID02973,3931.24,2023-05-04 20:00:00,City_B,Withdrawal,0,5,1630.66,75,2300.58
TID02974,3672.49,2023-05-04 21:00:00,City_D,Withdrawal,0,47,301.36,29,3371.13
TID02975,1922.39,2023-05-04 22:00:00,City_D,Transfer,0,32,1457.55,90,464.84
TID02976,126.94,2023-05-04 23:00:00,City_C,Transfer,0,45,210.51,91,-83.57
TID02977,4195.15,2023-05-05 00:00:00,City_C,Purchase,0,49,781.85,29,3413.3
TID02978,58.08,2023-05-05 01:00:00,City_D,Transfer,0,33,172.9,33,-114.82
TID02979,3518.8,2023-05-05 02:00:00,City_A,Withdrawal,0,46,1068.32,28,2450.48
TID02980,4851.32,2023-05-05 03:00:00,City_A,Purchase,0,4,1323.61,95,3527.71
TID02981,2188.87,2023-05-05 04:00:00,City_D,Withdrawal,0,30,384.29,83,1804.58
TID02982,1175.63,2023-05-05 05:00:00,City_A,Withdrawal,0,41,774.67,26,400.96
TID02983,3524.65,2023-05-05 06:00:00,City_B,Purchase,0,17,1863.97,29,1660.68
TID02984,4085.82,2023-05-05 07:00:00,City_C,Withdrawal,0,3,912.66,11,3173.16
TID02985,2732.61,2023-05-05 08:00:00,City_B,Transfer,0,13,1614.96,96,1117.65
TID02986,4835.21,2023-05-05 09:00:00,City_C,Withdrawal,0,44,1858.01,85,2977.2
TID02987,259.29,2023-05-05 10:00:00,City_A,Purchase,0,48,1949.97,34,-1690.68
TID02988,2524.47,2023-05-05 11:00:00,City_A,Purchase,0,36,1801.73,86,722.74
TID02989,3592.55,2023-05-05 12:00:00,City_D,Purchase,0,18,668.94,48,2923.61
TID02990,4313.34,2023-05-05 13:00:00,City_A,Withdrawal,0,23,1927.02,27,2386.32
TID02991,897.1,2023-05-05 14:00:00,City_A,Transfer,0,35,1634.17,72,-737.07
TID02992,4000.22,2023-05-05 15:00:00,City_D,Purchase,0,49,1682.49,40,2317.73
TID02993,2763.98,2023-05-05 16:00:00,City_D,Transfer,0,33,79.59,31,2684.39
TID02994,1983.37,2023-05-05 17:00:00,City_C,Purchase,0,36,1910.77,65,72.6
TID02995,659.44,2023-05-05 18:00:00,City_A,Transfer,0,17,1567.28,39,-907.84
TID02996,4326.61,2023-05-05 19:00:00,City_C,Transfer,0,39,1547.54,98,2779.07
TID02997,787.21,2023-05-05 20:00:00,City_C,Transfer,0,34,208.97,24,578.24
TID02998,1549.63,2023-05-05 21:00:00,City_B,Purchase,0,12,503.51,92,1046.12
TID02999,1450.94,2023-05-05 22:00:00,City_A,Withdrawal,0,5,1926.41,68,-475.47
TID03000,4357.2,2023-05-05 23:00:00,City_A,Withdrawal,0,48,1026.32,82,3330.88
TID03001,3363.84,2023-05-06 00:00:00,City_B,Withdrawal,0,40,825.82,93,2538.02
TID03002,3983.61,2023-05-06 01:00:00,City_C,Transfer,0,27,1687.88,23,2295.73
TID03003,1253.09,2023-05-06 02:00:00,City_A,Purchase,0,40,220.31,61,1032.78
TID03004,3124.75,2023-05-06 03:00:00,City_C,Transfer,0,13,863.04,27,2261.71
TID03005,2859.16,2023-05-06 04:00:00,City_B,Purchase,0,26,782.62,16,2076.54
TID03006,4164.32,2023-05-06 05:00:00,City_D,Transfer,0,14,732.21,45,3432.11
TID03007,4530.53,2023-05-06 06:00:00,City_C,Purchase,0,32,650.0,27,3880.53
TID03008,61.77,2023-05-06 07:00:00,City_A,Purchase,0,11,459.65,73,-397.88
TID03009,3370.43,2023-05-06 08:00:00,City_D,Purchase,0,38,387.18,5,2983.25
TID03010,260.13,2023-05-06 09:00:00,City_C,Transfer,0,16,1298.79,59,-1038.66
TID03011,2744.74,2023-05-06 10:00:00,City_C,Withdrawal,0,22,1842.82,72,901.92
TID03012,1438.88,2023-05-06 11:00:00,City_D,Transfer,0,47,1042.26,82,396.62
TID03013,1534.58,2023-05-06 12:00:00,City_D,Transfer,0,16,631.05,35,903.53
TID03014,1765.44,2023-05-06 13:00:00,City_D,Purchase,0,13,360.36,70,1405.08
TID03015,3106.84,2023-05-06 14:00:00,City_A,Purchase,0,12,1668.78,87,1438.06
TID03016,1670.92,2023-05-06 15:00:00,City_A,Withdrawal,0,18,1944.41,46,-273.49
TID03017,3663.76,2023-05-06 16:00:00,City_C,Withdrawal,0,29,730.85,90,2932.91
TID03018,2023.23,2023-05-06 17:00:00,City_C,Purchase,0,18,617.35,56,1405.88
TID03019,342.7,2023-05-06 18:00:00,City_B,Withdrawal,0,46,1222.91,24,-880.21
TID03020,3919.02,2023-05-06 19:00:00,City_A,Withdrawal,0,2,1561.89,10,2357.13
TID03021,1429.51,2023-05-06 20:00:00,City_C,Purchase,0,2,938.04,79,491.47
TID03022,2164.4,2023-05-06 21:00:00,City_D,Transfer,0,3,1278.64,38,885.76
TID03023,3427.53,2023-05-06 22:00:00,City_D,Withdrawal,0,29,1447.27,84,1980.26
TID03024,1662.95,2023-05-06 23:00:00,City_A,Purchase,0,8,1923.15,93,-260.2
TID03025,283.87,2023-05-07 00:00:00,City_D,Withdrawal,0,11,371.82,70,-87.95
TID03026,1870.23,2023-05-07 01:00:00,City_B,Withdrawal,0,12,1994.9,48,-124.67
TID03027,4722.3,2023-05-07 02:00:00,City_C,Purchase,0,32,814.71,9,3907.59
TID03028,3209.03,2023-05-07 03:00:00,City_C,Withdrawal,0,4,1460.24,50,1748.79
TID03029,3357.72,2023-05-07 04:00:00,City_C,Withdrawal,0,9,1166.21,69,2191.51
TID03030,3161.78,2023-05-07 05:00:00,City_A,Withdrawal,0,24,999.0,48,2162.78
TID03031,995.76,2023-05-07 06:00:00,City_D,Transfer,0,49,1411.25,39,-415.49
TID03032,2092.25,2023-05-07 07:00:00,City_B,Transfer,0,16,821.72,83,1270.53
TID03033,3754.95,2023-05-07 08:00:00,City_A,Withdrawal,0,17,295.91,5,3459.04
TID03034,507.76,2023-05-07 09:00:00,City_C,Purchase,0,47,1003.34,84,-495.58
TID03035,1389.99,2023-05-07 10:00:00,City_B,Withdrawal,0,22,1067.74,11,322.25
TID03036,1382.32,2023-05-07 11:00:00,City_C,Withdrawal,0,7,443.71,60,938.61
TID03037,2160.66,2023-05-07 12:00:00,City_C,Transfer,0,10,1874.46,27,286.2
TID03038,4901.86,2023-05-07 13:00:00,City_A,Transfer,0,29,493.58,93,4408.28
TID03039,338.45,2023-05-07 14:00:00,City_C,Transfer,0,36,847.99,7,-509.54
TID03040,2593.99,2023-05-07 15:00:00,City_B,Withdrawal,0,24,352.11,60,2241.88
TID03041,897.64,2023-05-07 16:00:00,City_C,Withdrawal,0,46,1094.8,50,-197.16
TID03042,4853.41,2023-05-07 17:00:00,City_D,Purchase,0,14,649.89,67,4203.52
TID03043,567.4,2023-05-07 18:00:00,City_C,Withdrawal,0,14,1004.08,69,-436.68
TID03044,2018.6,2023-05-07 19:00:00,City_A,Withdrawal,0,25,488.0,55,1530.6
TID03045,3689.69,2023-05-07 20:00:00,City_B,Transfer,0,46,154.86,77,3534.83
TID03046,3523.07,2023-05-07 21:00:00,City_A,Transfer,0,22,1569.49,16,1953.58
TID03047,2114.22,2023-05-07 22:00:00,City_D,Transfer,0,47,1300.12,12,814.1
TID03048,1733.27,2023-05-07 23:00:00,City_C,Transfer,0,23,714.44,27,1018.83
TID03049,1988.66,2023-05-08 00:00:00,City_A,Transfer,0,32,142.61,33,1846.05
TID03050,1322.12,2023-05-08 01:00:00,City_A,Purchase,0,26,1737.87,79,-415.75
TID03051,1027.46,2023-05-08 02:00:00,City_A,Purchase,0,27,381.1,85,646.36
TID03052,2415.72,2023-05-08 03:00:00,City_A,Purchase,0,45,1864.95,81,550.77
TID03053,1343.4,2023-05-08 04:00:00,City_D,Transfer,0,12,983.26,55,360.14
TID03054,1438.02,2023-05-08 05:00:00,City_D,Transfer,0,19,713.75,52,724.27
TID03055,3284.12,2023-05-08 06:00:00,City_C,Transfer,0,19,1496.43,37,1787.69
TID03056,4842.72,2023-05-08 07:00:00,City_C,Purchase,1,34,1759.84,15,3082.88
TID03057,3018.58,2023-05-08 08:00:00,City_B,Transfer,0,32,772.89,84,2245.69
TID03058,385.82,2023-05-08 09:00:00,City_D,Purchase,0,29,844.32,83,-458.5
TID03059,378.84,2023-05-08 10:00:00,City_A,Transfer,0,21,894.66,65,-515.82
TID03060,4757.16,2023-05-08 11:00:00,City_A,Withdrawal,0,35,1848.53,68,2908.63
TID03061,1487.16,2023-05-08 12:00:00,City_B,Purchase,0,42,1400.5,3,86.66
TID03062,461.24,2023-05-08 13:00:00,City_A,Withdrawal,0,5,532.91,72,-71.67
TID03063,2995.62,2023-05-08 14:00:00,City_B,Purchase,0,12,410.75,5,2584.87
TID03064,3118.62,2023-05-08 15:00:00,City_C,Transfer,0,7,499.22,9,2619.4
TID03065,3242.88,2023-05-08 16:00:00,City_D,Transfer,0,41,563.95,1,2678.93
TID03066,1337.74,2023-05-08 17:00:00,City_B,Withdrawal,0,2,498.86,30,838.88
TID03067,76.54,2023-05-08 18:00:00,City_A,Transfer,0,25,1334.09,71,-1257.55
TID03068,4825.11,2023-05-08 19:00:00,City_B,Purchase,0,10,276.07,86,4549.04
TID03069,1255.21,2023-05-08 20:00:00,City_C,Transfer,0,38,805.35,20,449.86
TID03070,3380.46,2023-05-08 21:00:00,City_A,Transfer,0,44,1268.85,93,2111.61
TID03071,3533.44,2023-05-08 22:00:00,City_C,Purchase,0,6,617.18,27,2916.26
TID03072,3050.43,2023-05-08 23:00:00,City_C,Withdrawal,0,27,177.29,89,2873.14
TID03073,1565.22,2023-05-09 00:00:00,City_B,Withdrawal,0,35,209.56,99,1355.66
TID03074,1356.21,2023-05-09 01:00:00,City_C,Transfer,0,10,295.64,91,1060.57
TID03075,2988.74,2023-05-09 02:00:00,City_A,Purchase,0,9,1679.89,63,1308.85
TID03076,4330.61,2023-05-09 03:00:00,City_C,Withdrawal,0,20,1332.83,75,2997.78
TID03077,4733.72,2023-05-09 04:00:00,City_C,Withdrawal,1,37,175.82,81,4557.9
TID03078,530.42,2023-05-09 05:00:00,City_B,Transfer,0,35,812.58,31,-282.16
TID03079,774.99,2023-05-09 06:00:00,City_C,Purchase,0,37,593.24,82,181.75
TID03080,4723.74,2023-05-09 07:00:00,City_D,Withdrawal,0,40,1177.18,19,3546.56
TID03081,3682.94,2023-05-09 08:00:00,City_B,Transfer,0,8,1069.47,93,2613.47
TID03082,4415.09,2023-05-09 09:00:00,City_B,Transfer,0,46,988.19,79,3426.9
TID03083,1013.96,2023-05-09 10:00:00,City_A,Transfer,0,31,663.3,62,350.66
TID03084,2938.34,2023-05-09 11:00:00,City_A,Transfer,0,49,318.71,7,2619.63
